StandardName	StandardZnfContent	alleva.2021	berg.2010	berg.2011	borel.2012	hussin.2013	jeffreys.2013	ponting.2011
pr182	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN003_ZN006_ZN011_ZN011_ZN011_ZN006_ZN011_ZN006_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	Cv:0336	NA	NA	NA	NA	Jeffreys188	NA
pr183	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN003_ZN006_ZN011_ZN012_ZN003_ZN018_ZN012_ZN003_ZN006_ZN011_ZN008_ZN012_ZN015_ZN009_ZN010	L14v:0385	NA	NA	NA	NA	Jeffreys189	NA
pr184	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN003_ZN006_ZN011_ZN012_ZN008_ZN009	L15v:0165	NA	NA	NA	NA	Jeffreys190	NA
pr185	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN003_ZN006_ZN011_ZN012_ZN008_ZN009_ZN010	Cv:0222	NA	NA	NA	NA	Jeffreys191	NA
pr186	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN003_ZN006_ZN011_ZN012_ZN008_ZN012_ZN008_ZN009_ZN010	Cv:0262	NA	NA	NA	NA	Jeffreys192	NA
pr187	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN003_ZN006_ZN011_ZN012_ZN015_ZN009_ZN010	L14v:0306	NA	NA	NA	NA	Jeffreys193	NA
pr188	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN003_ZN006_ZN011_ZN012_zn011_ZN012_ZN008_ZN012_ZN008_ZN009	L15v:0174	NA	NA	NA	NA	Jeffreys194	NA
pr189	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN003_ZN006_ZN011_ZN015_ZN009_ZN010	L14v:0287	NA	NA	NA	NA	Jeffreys195	NA
pr190	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN003_ZN006_ZN011_ZN015_ZN017_ZN006_ZN012_ZN015_ZN009_ZN010	L14v:0294	NA	NA	NA	NA	Jeffreys196	NA
pr191	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN003_ZN006_ZN011_zn007_ZN012_ZN011_zn007_ZN012_ZN008_ZN012_ZN015_ZN009_ZN010	L14v:0359	NA	NA	NA	NA	Jeffreys197	NA
pr192	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN003_ZN006_ZN012_ZN008_ZN009	L15v:0141	NA	NA	NA	NA	Jeffreys198	NA
pr193	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN003_ZN006_ZN012_ZN008_ZN009_ZN010	Cv:0286	NA	NA	NA	NA	Jeffreys199	NA
pr194	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN003_ZN006_ZN018_ZN006_ZN011_ZN008_ZN012_ZN015_ZN009_ZN010	L14v:0291	NA	NA	NA	NA	Jeffreys200	NA
pr195	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN003_ZN006_zn007_ZN008_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009	L15v:0173	NA	NA	NA	NA	Jeffreys201	NA
pr196	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN003_ZN006_zn019_ZN006_ZN006_ZN011_ZN008_ZN012_ZN015_ZN009_ZN010	Rv:0343	NA	NA	NA	NA	Jeffreys202	NA
pr197	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN003_ZN007_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009	Rv:0142	NA	NA	NA	NA	Jeffreys203	NA
pr198	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN003_ZN008_ZN009_ZN010	Cv:0280	NA	NA	NA	NA	Jeffreys204	NA
pr199	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN003_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	Cv:0218	NA	NA	NA	NA	Jeffreys205	NA
pr200	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN003_ZN012_ZN008_ZN009_ZN010	Cv:0282	NA	NA	NA	NA	Jeffreys206	NA
pr201	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN003_ZN018_ZN004_ZN018_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	Rv:0380	NA	NA	NA	NA	Jeffreys207	NA
pr202	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN003_zn004_ZN010	Cv:0193	NA	NA	NA	NA	Jeffreys208	NA
pr203	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN003_zn008_ZN008_ZN006_zn025_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009	L15v:0179	NA	NA	NA	NA	Jeffreys209	NA
pr204	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN004_ZN004_ZN003_ZN003_ZN003_ZN006_ZN007_ZN008_ZN006_ZN010	L12v:0097	NA	NA	NA	NA	Jeffreys210	NA
pr205	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN004_ZN004_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009	L15v:0171	NA	NA	NA	NA	Jeffreys211	NA
pr206	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN004_ZN004_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	Cv:0307	NA	NA	NA	NA	Jeffreys212	NA
pr207	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN004_ZN004_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN015_ZN009_ZN010	L14v:0371	NA	NA	NA	NA	Jeffreys213	NA
pr208	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN004_ZN004_ZN003_ZN008_ZN003_ZN006_ZN011_ZN008_ZN012_ZN015_ZN009_ZN010	L14v:0318	NA	NA	NA	NA	Jeffreys214	NA
pr209	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN004_ZN004_ZN004_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0052	NA	NA	NA	NA	Jeffreys215	NA
pr210	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0042	NA	NA	NA	NA	Jeffreys216	NA
pr211	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN004_ZN004_ZN005_ZN005_ZN004_ZN004_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0530	NA	NA	NA	NA	Jeffreys217	NA
pr212	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN004_ZN004_ZN014_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0168	NA	NA	NA	NA	Jeffreys218	NA
pr213	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0166	NA	NA	NA	NA	Jeffreys219	NA
pr214	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN004_ZN018_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	Cv:0281	NA	NA	NA	NA	Jeffreys220	NA
pr215	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0149	NA	NA	NA	NA	Jeffreys221	NA
pr216	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN006_ZN007_zn011_ZN004_ZN004_ZN003_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0098	NA	NA	NA	NA	Jeffreys223	NA
pr217	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009	L15v:0161	NA	NA	NA	NA	Jeffreys224	NA
pr218	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	Cv:0216	NA	NA	NA	NA	Jeffreys225	NA
pr219	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN006_ZN011_ZN008_ZN012_ZN015_ZN009_ZN010	L14v:0304	NA	NA	NA	NA	Jeffreys226	NA
pr220	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN012_ZN008_ZN009_ZN010	Cv:0199	NA	NA	NA	NA	Jeffreys227	NA
pr221	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN018_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	L16v:0245	NA	NA	NA	NA	Jeffreys228	NA
pr222	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_ZN018_ZN003_ZN006_ZN011_ZN008_ZN012_ZN015_ZN009_ZN010	L14v:0370	NA	NA	NA	NA	Jeffreys229	NA
pr223	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_zn002_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	Cv:0279	NA	NA	NA	NA	Jeffreys230	NA
pr224	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_zn002_ZN004_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009	L15v:0172	NA	NA	NA	NA	Jeffreys231	NA
pr225	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_zn002_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0093	NA	NA	NA	NA	Jeffreys232	NA
pr226	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_zn002_ZN018_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0088	NA	NA	NA	NA	Jeffreys233	NA
pr227	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_zn010_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	Cv:0221	NA	NA	NA	NA	Jeffreys234	NA
pr228	ZN001_ZN002_ZN003_ZN004_ZN004_ZN003_zn010_ZN003_ZN006_ZN011_ZN008_ZN012_ZN015_ZN009_ZN010	L14v:0372	NA	NA	NA	NA	Jeffreys235	NA
pr229	ZN001_ZN002_ZN003_ZN004_ZN004_ZN004_ZN003_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0140	NA	NA	NA	NA	Jeffreys236	NA
pr230	ZN001_ZN002_ZN003_ZN004_ZN004_ZN004_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009	L15v:0134	NA	NA	NA	NA	Jeffreys237	NA
pr231	ZN001_ZN002_ZN003_ZN004_ZN004_ZN004_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	Cv:0192	NA	NA	NA	NA	Jeffreys238	NA
pr232	ZN001_ZN002_ZN003_ZN004_ZN004_ZN004_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN015_ZN009_ZN010	L14v:0346	NA	NA	NA	NA	Jeffreys239	NA
pr233	ZN001_ZN002_ZN003_ZN004_ZN004_ZN004_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0252	NA	NA	NA	NA	Jeffreys240	NA
pr234	ZN001_ZN002_ZN003_ZN004_ZN004_ZN004_ZN004_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	Cv:0217	NA	NA	NA	NA	Jeffreys241	NA
pr235	ZN001_ZN002_ZN003_ZN004_ZN004_ZN004_ZN004_ZN003_ZN004_ZN004_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN015_ZN009_ZN010	L14v:0384	NA	NA	NA	NA	Jeffreys242	NA
pr236	ZN001_ZN002_ZN003_ZN004_ZN004_ZN004_ZN004_ZN004_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	Cv:0227	NA	NA	NA	NA	Jeffreys243	NA
pr237	ZN001_ZN002_ZN003_ZN004_ZN004_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0039	NA	NA	NA	NA	Jeffreys244	NA
pr238	ZN001_ZN002_ZN003_ZN004_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0430	NA	NA	NA	NA	Jeffreys246	NA
pr239	ZN001_ZN002_ZN003_ZN004_ZN004_ZN004_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	Cv:0214	NA	NA	NA	NA	Jeffreys247	NA
pr240	ZN001_ZN002_ZN003_ZN004_ZN004_ZN004_ZN018_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	Cv:0219	NA	NA	NA	NA	Jeffreys248	NA
pr241	ZN001_ZN002_ZN003_ZN004_ZN004_ZN004_ZN018_ZN003_zn002_ZN004_ZN018_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	Cv:0236	NA	NA	NA	NA	Jeffreys249	NA
pr242	ZN001_ZN002_ZN003_ZN004_ZN004_ZN004_ZN018_ZN004_ZN004_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	Cv:0233	NA	NA	NA	NA	Jeffreys250	NA
pr243	ZN001_ZN002_ZN003_ZN004_ZN004_ZN004_ZN022_ZN018_ZN004_ZN004_ZN022_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	L27v:0070	NA	NA	NA	NA	Jeffreys251	NA
pr244	ZN001_ZN002_ZN003_ZN004_ZN004_ZN004_zn010_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0431	NA	NA	NA	NA	Jeffreys252	NA
pr245	ZN001_ZN002_ZN003_ZN004_ZN004_ZN004_zn010_zn010_zn010_ZN004_ZN004_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN015_ZN009_ZN010	L14v:0332	NA	NA	NA	NA	Jeffreys253	NA
pr246	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_zn045_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0511	NA	NA	NA	NA	Jeffreys254	NA
pr247	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN003_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0156	NA	NA	NA	NA	Jeffreys255	NA
pr248	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN003_ZN004_ZN005_ZN003_ZN003_ZN006_ZN020_ZN016_ZN006_ZN017_ZN010	L24v:0118	NA	NA	NA	NA	Jeffreys256	NA
pr249	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN003_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0082	NA	NA	NA	NA	Jeffreys257	NA
pr250	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0031	NA	NA	NA	NA	Jeffreys258	NA
pr251	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0432	NA	NA	NA	NA	Jeffreys259	NA
pr252	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009	Rv:0148	NA	NA	NA	NA	Jeffreys260	NA
pr253	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0046	NA	NA	NA	NA	Jeffreys261	NA
pr254	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0433	NA	NA	NA	NA	Jeffreys262	NA
pr255	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN020_ZN016_ZN006_ZN017_ZN010	L24v:0113	NA	NA	NA	NA	Jeffreys263	NA
pr256	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN004_zn007_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0434	NA	NA	NA	NA	Jeffreys264	NA
pr257	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN005_ZN003_ZN003_ZN006_ZN011_ZN008_ZN012_ZN008_ZN009_ZN010	Rv:0258	NA	NA	NA	NA	Jeffreys265	NA
pr258	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0069	NA	NA	NA	NA	Jeffreys266	NA
pr259	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN003_ZN006_ZN007_ZN011_ZN006_ZN017_ZN010	L20v:0058	NA	NA	NA	NA	Jeffreys267	NA
pr260	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0468	NA	NA	NA	NA	Jeffreys268	NA
pr261	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN004_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0491	NA	NA	NA	NA	Jeffreys269	NA
pr262	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN004_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0049	NA	NA	NA	NA	Jeffreys270	NA
pr263	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0483	NA	NA	NA	NA	Jeffreys271	NA
pr264	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN005_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0419	NA	NA	NA	NA	Jeffreys272	NA
pr265	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0033	NA	NA	NA	NA	Jeffreys273	NA
pr266	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN006_ZN009_ZN010	Av:0015	NA	NA	NA	NA	Jeffreys274	NA
pr267	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN006_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0436	NA	NA	NA	NA	Jeffreys275	NA
pr268	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN003_ZN004_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0473	NA	NA	NA	NA	Jeffreys276	NA
pr269	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0360	NA	NA	NA	NA	Jeffreys277	NA
pr270	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN003_ZN006_ZN008_ZN006_ZN009_ZN010	Av:0342	NA	NA	NA	NA	Jeffreys278	NA
pr271	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0457	NA	NA	NA	NA	Jeffreys279	NA
pr272	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN005_ZN003_ZN006_ZN007_ZN006_ZN007_ZN011_ZN006_ZN017_ZN010	L20v:0066	NA	NA	NA	NA	Jeffreys280	NA
pr273	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN006_ZN007_ZN006_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Dv:0500	NA	NA	NA	NA	Jeffreys281	NA
pr274	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0340	NA	NA	NA	NA	Jeffreys282	NA
pr275	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN006_ZN008_ZN006_ZN009_ZN010	Av:0129	NA	NA	NA	NA	Jeffreys283	NA
pr276	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN006_ZN009_ZN010	Av:0013	NA	NA	NA	NA	Jeffreys284	NA
pr277	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN007_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0496	NA	NA	NA	NA	Jeffreys285	NA
pr278	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN007_ZN007_ZN007_ZN007_ZN008_ZN006_ZN009_ZN007_ZN007_ZN007_ZN007_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0540	NA	NA	NA	NA	Jeffreys286	NA
pr279	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN007_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0041	NA	NA	NA	NA	Jeffreys287	NA
pr280	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN007_ZN007_ZN017_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0459	NA	NA	NA	NA	Jeffreys288	NA
pr281	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0127	NA	NA	NA	NA	Jeffreys289	NA
pr282	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_zn028_ZN004_ZN004_ZN005_ZN003_ZN006_ZN011_ZN007_ZN008_ZN006_ZN009_ZN010	Rv:0474	NA	NA	NA	NA	Jeffreys290	NA
pr283	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN004_ZN004_ZN005_ZN003_ZN006_ZN008_ZN004_ZN004_ZN005_ZN003_ZN006_ZN009_ZN010	Av:0532	NA	NA	NA	NA	Jeffreys291	NA
pr284	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN004_ZN005_ZN003_ZN006_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0476	NA	NA	NA	NA	Jeffreys292	NA
pr285	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_zn037_ZN017_ZN017_ZN015_ZN009_ZN010	Rv:0349	NA	NA	NA	NA	Jeffreys293	NA
pr286	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN003_ZN006_ZN007_ZN008_ZN006_ZN006_ZN009_ZN010	Av:0507	NA	NA	NA	NA	Jeffreys294	NA
pr287	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN006_ZN009_ZN010	Av:0018	NA	NA	NA	NA	Jeffreys295	NA
pr288	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0044	NA	NA	NA	NA	Jeffreys296	NA
pr289	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN007_ZN011_ZN006_ZN009_ZN010	Av:0095	NA	NA	NA	NA	Jeffreys297	NA
pr290	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN007_ZN011_ZN006_ZN017_ZN010	Rv:0061	NA	NA	NA	NA	Jeffreys298	NA
pr291	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN008_ZN006_ZN007_ZN006_ZN009_ZN010	Av:0487	NA	NA	NA	NA	Jeffreys299	NA
pr292	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN008_ZN006_ZN009_ZN010	Av:0426	NA	NA	NA	NA	Jeffreys300	NA
pr293	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN008_zn004_ZN010	Av:0035	NA	NA	NA	NA	Jeffreys301	NA
pr294	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN008_zn011_ZN009_ZN010	Av:0083	NA	NA	NA	NA	Jeffreys302	NA
pr295	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009	Av:0017	NA	NA	NA	NA	Jeffreys303	NA
pr296	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN008_ZN006_ZN008_ZN006_ZN009_ZN010	Av:0048	NA	NA	NA	NA	Jeffreys304	NA
pr297	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN008_ZN006_ZN009_ZN008_ZN006_ZN009_ZN010	Av:0051	NA	NA	NA	NA	Jeffreys305	NA
pr298	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010_ZN010	Av:0036	NA	NA	NA	NA	Jeffreys307	NA
pr299	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010_zn007_ZN007_ZN008_ZN009_ZN010	Av:0499	NA	NA	NA	NA	Jeffreys308	NA
pr300	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN017_ZN006_ZN007_ZN008_ZN006_ZN009_ZN010	Av:0509	NA	NA	NA	NA	Jeffreys309	NA
pr301	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_ZN017_ZN009_ZN010	Av:0428	NA	NA	NA	NA	Jeffreys310	NA
pr302	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_zn004_ZN010	Av:0037	NA	NA	NA	NA	Jeffreys311	NA
pr303	ZN001_ZN002_ZN003_ZN004_ZN004_ZN005_ZN003_ZN006_ZN007_ZN008_ZN006_ZN009_zn023_ZN010	Rv:0146	NA	NA	NA	NA	Jeffreys312	NA
